Ticker,Sector,Price,Volume,Fifty Day Average
DCOMP,Financial Services,17.79,17726,17.21056
DCPH,Healthcare,15.5,310908,15.3548
DCTH,Healthcare,4.67,315773,4.2739
DDI,Communication Services,12.89,26404,11.10232
DDIV,-1,-1,2085,30.94258
DDOG,Technology,122.86,2050395,127.0542
DECA,Financial Services,8.4,102277,5.46334
DECAU,Financial Services,8.86,615,5.5654
DECAW,Financial Services,0.051,19324,-1
DEMZ,-1,-1,1292,31.36096
DENN,Consumer Cyclical,8.95,454362,9.8658
DERM,Healthcare,3.82,253396,4.3676
DFGP,-1,-1,67723,52.93972
DFGX,-1,-1,18514,52.47886
DFLI,Industrials,0.5424,206847,0.50658
DFLIW,Industrials,0.023,5380,-1
DGCB,-1,-1,8718,52.71578
DGHI,Technology,1.4,71387,1.6662
DGICA,Financial Services,13.96,82415,14.2336
DGICB,Financial Services,13.11,65,14.3358
DGII,Technology,30.1,141619,27.8766
DGLY,Communication Services,2.74,6845,2.1832
DGRE,-1,-1,9472,24.84674
DGRS,-1,-1,33232,46.8574
DGRW,-1,-1,423618,72.9074
DH,Healthcare,7.91,330020,8.9058
DHAC,Financial Services,11.43,11,11.93158
DHACU,Financial Services,12.7,-1,13.34
DHACW,Financial Services,0.15,2800,-1
DHAI,Healthcare,1.13,221694,1.0384
DHAIW,Healthcare,0.03,1759728,-1
DHC,Real Estate,2.62,1865477,2.859
DHCNI,-1,-1,27190,15.0118
DHCNL,-1,16.1,22855,-1
DHIL,Financial Services,151.32,26376,155.6446
DIBS,Consumer Cyclical,6.05,118907,4.9956
DIOD,Technology,69.14,440067,68.7984
DIST,Financial Services,10.66,5345,10.6386
DISTR,-1,-1,600,-1
DISTW,-1,-1,14100,-1
DIVD,-1,-1,19,31.90136
DJCO,Technology,371.99,14939,340.5808
DKNG,Consumer Cyclical,47.95,15193970,40.7084
DLHC,Industrials,14.37,21692,15.6114
DLO,Technology,15.6,1848807,16.8535
DLPN,Communication Services,1.33,11349,1.4042
DLTH,Consumer Cyclical,4.96,60308,4.8414
DLTR,Consumer Defensive,127.21,2866853,138.7186
DMAC,Healthcare,2.69,36038,2.9284
DMAT,-1,-1,3969,13.78148
DMLP,Energy,32.95,74464,31.3384
DMRC,Technology,27.38,165255,35.498
DMTK,Healthcare,0.712,168575,1.1415
DMXF,-1,-1,41855,65.54
DNLI,Healthcare,21.0,1117921,18.4612
DNTH,Healthcare,27.94,287215,21.584
DNUT,Consumer Defensive,12.3,1280782,13.1382
DOCU,Technology,58.7,1912479,56.2825
DOGZ,Consumer Cyclical,6.72,54705,5.121514
DOMH,Healthcare,2.3,5255,2.18
DOMO,Technology,9.46,1038498,10.6103
DOOO,Consumer Cyclical,63.56,91325,65.8396
DORM,Consumer Cyclical,93.49,109387,85.674
DOX,Technology,92.77,683907,91.5444
DOYU,Communication Services,0.7401,395415,0.77196
DPCS,Financial Services,10.95,1,10.9553
DPCSU,Financial Services,10.71,1,10.6943
DPCSW,Financial Services,0.0524,1400,-1
DPRO,Industrials,0.1749,774928,0.30172
DRCT,Communication Services,28.8,263580,17.1708
DRIO,Healthcare,1.46,126441,1.9688
DRIV,-1,-1,111309,23.6026
DRMA,Healthcare,0.4,160702,0.44936
DRMAW,Healthcare,0.0112,500,-1
DRRX,Healthcare,1.25,87498,0.9054
DRS,Industrials,22.3,565998,20.7808
DRTS,Healthcare,2.97,58025,3.08532
DRTSW,Healthcare,0.25,2991,-1
DRUG,Healthcare,1.23,28118,1.81876
DRVN,Consumer Cyclical,15.31,828037,13.6974
DSGN,Healthcare,3.26,697147,2.5576
DSGR,Industrials,35.67,80149,31.9782
DSGX,Technology,93.48,59618,88.147
DSKE,Industrials,8.27,484989,8.1896
DSP,Technology,10.35,148048,8.709
DSWL,Technology,2.22,6095,2.3344
DTCK,Consumer Defensive,1.05,93422,1.02372
DTI,Energy,2.9,32417,2.95982
DTIL,Healthcare,11.96,61635,12.2838
DTSS,Technology,7.32,91762,4.94522
DTST,Technology,7.54,394380,4.1722
DTSTW,Technology,1.26,36476,-1
DUET,Financial Services,10.99,100,10.97576
DUETU,Financial Services,10.89,-1,10.9
DUETW,Financial Services,0.0301,-1,-1
DUO,Real Estate,0.452,232032,0.59568
DUOL,Technology,235.62,970336,200.5336
DUOT,Technology,4.9,97229,3.90094
DVAL,-1,-1,19136,12.64884
DVAX,Healthcare,12.16,1263163,12.9806
DVLU,-1,-1,1599,26.9284
DVOL,-1,-1,2417,28.7134
DVY,-1,-1,433596,116.5334
DWAC,Financial Services,42.81,3295847,39.2771
DWACU,Financial Services,52.83,1931,46.80118
DWACW,Financial Services,19.6,157458,-1
DWAS,-1,-1,76160,86.1698
DWAW,-1,-1,3164,35.4756
DWSH,-1,-1,19261,7.29638
DWSN,Energy,1.46,495,1.5442
DWUS,-1,-1,302,42.19892
DXCM,Healthcare,133.41,2184547,124.4812
DXJS,-1,-1,11992,31.8408
DXLG,Consumer Cyclical,3.3,1330159,3.9662
DXPE,Industrials,53.23,65227,36.2402
DXR,Healthcare,8.1,3960,8.6248
DXYN,Consumer Cyclical,0.58,38378,0.602
DYAI,Healthcare,1.63,21720,1.4438
DYCQU,-1,-1,101104,10.152619
DYFI,-1,-1,12452,24.940552
DYN,Healthcare,29.18,725500,22.5842
DYNI,-1,-1,6688,27.82228
DYNT,Healthcare,0.45,11676,0.5052
DYTA,-1,-1,4096,27.88648
DZSI,Technology,1.3,108431,1.5154
EA,Communication Services,132.48,1967777,138.0562
EAST,Consumer Defensive,1.06,140099,1.14156
EBAY,Consumer Cyclical,52.0,6756878,44.905
EBC,Financial Services,13.61,932849,13.547
EBIZ,-1,-1,18860,21.74482
EBMT,Financial Services,12.9,6731,13.6896
EBON,Technology,9.6,14660,10.0489
EBTC,Financial Services,25.7,14223,27.5464
ECBK,Financial Services,12.96,17163,13.06292
ECDA,Consumer Cyclical,1.0,24661,0.9754
ECDAW,Consumer Cyclical,0.0472,-1,-1
ECOR,Healthcare,6.4,10144,6.90086
ECOW,-1,-1,18989,19.64084
ECPG,Financial Services,47.48,222980,49.6082
ECX,Consumer Cyclical,2.02,52373,2.4655
ECXWW,Consumer Cyclical,0.0301,5845,-1
EDAP,Healthcare,7.4,11865,6.4802
EDBL,Consumer Defensive,0.296,193466,0.4393
EDBLW,Consumer Defensive,0.0141,9,-1
EDIT,Healthcare,7.83,1730529,8.2924
EDOC,-1,-1,4900,9.5034
EDRY,Industrials,22.55,7976,21.44174
EDSA,Healthcare,4.09,16187,4.7148
EDTK,Consumer Defensive,0.9787,109078,0.95368
EDUC,Communication Services,2.16,71612,1.7346
EEFT,Technology,110.0,241504,104.957
EEIQ,Consumer Defensive,1.0,739,1.48936
EEMA,-1,-1,23318,65.2232
EFAS,-1,-1,256,14.17572
EFOI,Consumer Cyclical,1.64,7257,1.5848
EFRA,-1,-1,256,29.14088
EFSC,Financial Services,39.87,262302,40.769
EFSCP,Financial Services,20.0,81022,17.519
EFTR,Healthcare,12.95,143681,11.6836
EFTRW,Healthcare,0.14,1540,-1
EGAN,Technology,6.43,100679,6.7992
EGBN,Financial Services,22.77,210626,24.591
EGHT,Technology,2.79,600885,3.003
EGIO,Technology,9.35,98762,9.2924
EGOX,Consumer Cyclical,0.0503,9012463,0.21076
EGRX,Healthcare,5.23,102646,5.5595
EH,Industrials,17.8,2435862,12.0233
EHTH,Financial Services,5.78,136893,6.6034
EIGR,Healthcare,5.96,23950,6.22012
EJH,Consumer Cyclical,1.21,89891,2.0968
EKG,-1,-1,8,16.09196
EKSO,Healthcare,1.44,125580,1.9397
ELAB,Healthcare,0.7649,47224,0.85254
ELBM,Basic Materials,0.49,55178,0.47782
ELDN,Healthcare,1.88,514652,1.744
ELEV,Healthcare,4.51,453472,3.2877
ELSE,Technology,4.05,1001,4.0966
ELTK,Technology,11.69,130260,15.3308
ELTX,Healthcare,6.6,41322,4.5778
ELUT,Healthcare,3.2,6928,3.5508
ELVA,Industrials,3.84,30903,3.879
ELVN,Healthcare,18.06,158229,15.1515
ELWS,Technology,0.5675,76202,0.56332
ELYM,Healthcare,2.73,7776,2.74006
EM,Consumer Cyclical,0.6108,140239,0.55602
EMB,-1,-1,5595342,87.9228
EMBC,Healthcare,12.99,454479,15.5002
EMCB,-1,-1,1559,64.1416
EMCG,Financial Services,11.12,84309,11.0561
EMCGR,-1,0.15,-1,-1
EMCGU,Financial Services,11.15,-1,11.227
EMCGW,Financial Services,0.0127,219400,-1
EMIF,-1,-1,422,21.3872
EMKR,Technology,0.3851,269172,0.485
EML,Industrials,31.12,16016,24.7742
EMLD,Financial Services,10.49,37949,10.5051
EMLDU,Financial Services,10.58,2,10.5766
EMLDW,Financial Services,0.13,2900,-1
EMXC,-1,-1,2986511,55.5206
EMXF,-1,-1,935,34.79094
ENG,Industrials,1.64,12775,1.582
ENGN,Healthcare,17.8,15520,11.99428
ENGNW,Healthcare,5.6,3377,-1
ENLT,Utilities,17.76,24235,17.3313
ENLV,Healthcare,3.59,147996,3.1628
ENPH,Technology,115.38,3215704,116.4664
ENSC,Healthcare,0.781,105157,1.0829
ENSG,Healthcare,123.74,208726,120.005
ENTA,Healthcare,14.63,120497,13.1364
ENTG,Technology,140.61,1684727,127.8392
ENTR,-1,-1,2738,14.24782
ENTX,Healthcare,1.72,262747,1.0855
ENVB,Healthcare,1.17,827832,1.04888
ENVX,Industrials,8.68,5668360,9.9151
ENZL,-1,-1,727,46.0346
EOLS,Healthcare,13.79,502192,13.166
EOSE,Industrials,1.04,5492821,1.0202
EOSEW,Industrials,0.1851,27636,0.1739
EPIX,Healthcare,9.19,62321,8.9544
EPOW,Industrials,0.9248,19976,0.92754
EPSN,Energy,5.25,63849,4.935
EQ,Healthcare,2.77,270275,1.754
EQIX,Real Estate,811.64,1214666,849.469
EQRR,-1,-1,493,55.33234
ERAS,Healthcare,2.15,455049,1.9764
ERET,-1,-1,4500,25.04686
ERIC,Technology,5.49,16499854,5.6092
ERIE,Financial Services,407.44,75471,367.0496
ERII,Industrials,15.61,476288,15.7332
ERNA,Healthcare,2.3297,2907,1.7732
ESCA,Consumer Cyclical,13.3,19277,16.154
ESEA,Industrials,36.31,30093,37.2484
ESGD,-1,-1,295430,76.4278
ESGE,-1,-1,508331,31.427
ESGL,Industrials,0.4512,7570,0.48866
ESGLW,Industrials,0.0062,2330,-1
ESGR,Financial Services,303.36,53125,284.1974
ESGRO,Financial Services,25.11,2585,25.0134
ESGRP,Financial Services,25.73,20543,25.41388
ESGU,-1,-1,1237610,109.558
ESHA,Financial Services,10.36,8984,10.31308
ESHAR,-1,-1,-1,-1
ESLA,Healthcare,1.08,55105,1.11278
ESLAW,Healthcare,0.0698,605,-1
ESLT,Industrials,204.4,16916,208.2538
ESMV,-1,-1,233,25.68718
ESOA,Industrials,8.2,64601,7.4086
ESPO,-1,-1,20650,60.027
ESPR,Healthcare,2.11,4153591,2.4066
ESQ,Financial Services,48.44,34830,49.1752
ESSA,Financial Services,18.27,11323,18.3734
ESTA,Healthcare,48.84,467357,40.4344
ETAO,Healthcare,0.27,4180539,0.20976
ETEC,-1,-1,27,20.88728
ETNB,Healthcare,11.45,726408,10.9925
ETON,Healthcare,3.62,32866,4.4064
ETSY,Consumer Cyclical,68.11,2762367,71.6606
EU,Energy,4.45,1427163,4.2694
EUDA,Healthcare,1.84,54008,1.44644
EUDAW,Healthcare,0.27,149,-1
EUFN,-1,-1,572690,20.9644
EVAX,Healthcare,3.05,12155,4.72202
EVBG,Technology,34.79,1066587,27.9934
EVCM,Technology,9.04,119466,9.7782
EVER,Communication Services,17.95,231683,14.572
EVGN,Healthcare,0.785,97712,0.8346
EVGO,Consumer Cyclical,2.43,1685182,2.5631
EVGOW,Consumer Cyclical,0.181,49752,0.20172
EVGR,Financial Services,11.3294,36,11.2733
EVGRU,Financial Services,11.21,-1,11.2144
EVGRW,Financial Services,0.0827,1899,-1
EVLV,Industrials,3.61,1026183,4.3691
EVLVW,Industrials,0.4,1500,-1
EVMT,-1,-1,1709,16.3464
EVO,Healthcare,7.25,30624,7.6708
EVOK,Healthcare,0.59,25450,0.69118
EVRG,Utilities,51.79,1714723,50.7178
EVTV,Consumer Cyclical,2.65,92314,2.06338
EWBC,Financial Services,77.42,1407461,72.828
EWCZ,Consumer Defensive,13.22,379642,14.5863
EWJV,-1,-1,75602,31.1448
EWTX,Healthcare,16.89,655027,16.3022
EWZS,-1,-1,58552,14.089
EXAI,Healthcare,6.14,1076562,6.2548
EXAS,Healthcare,62.0,3153507,62.2154
EXC,Utilities,37.03,6612688,35.52
EXEL,Healthcare,23.92,2644592,21.9252
EXFY,Technology,1.86,349051,1.8804
EXLS,Technology,31.28,742937,31.2094
EXPE,Consumer Cyclical,136.39,1642539,142.2292
EXPI,Real Estate,9.71,1233709,12.2893
EXPO,Industrials,82.0,238350,82.4004
EXTR,Technology,11.65,1228162,13.5006
EYE,Consumer Cyclical,22.92,545000,21.0077
EYEG,-1,-1,1,35.48573
EYEN,Healthcare,1.18,1557514,1.7535
EYPT,Healthcare,23.42,495105,25.4978
EZFL,Technology,1.7,290220,1.60624
EZGO,Consumer Cyclical,0.0801,5211941,0.09594
EZPW,Financial Services,10.71,349323,9.8498
FA,Industrials,15.94,794815,16.3974
FAAR,-1,-1,14808,28.18076
FAB,-1,-1,2329,77.3614
FAD,-1,-1,2167,116.674
FALN,-1,-1,564832,26.5737
FAMI,Consumer Defensive,0.9199,50362,1.0844
FANG,Energy,194.4,1314819,167.9526
FANH,Financial Services,4.72,13489,5.5002
FARM,Consumer Defensive,3.39,22316,3.5184
FARO,Technology,21.58,126598,21.779
FAST,Industrials,78.42,3053541,70.7214
FAT,Consumer Cyclical,7.54,9037,7.95586
FATBB,Consumer Cyclical,6.48,457,6.822
FATBP,Consumer Cyclical,16.37,9506,15.26276
FATBW,Consumer Cyclical,5.23,2225,-1
FATE,Healthcare,7.43,1944703,6.3232
FBIO,Healthcare,1.97,245370,1.9424
FBIOP,Healthcare,16.64,15397,14.56006
FBIZ,Financial Services,35.86,10074,35.6948
FBL,-1,-1,239565,23.39156
FBLG,Healthcare,12.1,69272,11.592353
FBMS,Financial Services,24.8,236394,25.488
FBNC,Financial Services,35.37,136609,34.6472
FBOT,-1,-1,31117,25.30226
FBRX,Healthcare,0.69,15852,0.68448
FBYD,Industrials,9.36,4081,11.03114
FBYDW,Industrials,0.7233,41115,-1
FBZ,-1,-1,524,11.8882
FCA,-1,-1,625,18.5014
FCAL,-1,-1,9334,49.7377
FCAP,Financial Services,28.89,7386,28.1818
FCBC,Financial Services,34.14,38095,33.7638
FCCO,Financial Services,17.61,24779,17.578
FCEF,-1,-1,4381,20.06532
FCEL,Industrials,1.2,16773551,1.2156
FCFS,Financial Services,122.86,187737,115.8306
FCNCA,Financial Services,1613.63,93912,1500.7256
FCNCO,Financial Services,23.55,18740,22.6918
FCNCP,Financial Services,22.89,42683,21.6198
FCUV,Technology,0.5401,22098,0.89266
FCVT,-1,-1,60701,33.0918
FDBC,Financial Services,48.43,3204,48.7738
FDCF,-1,-1,2251,30.68018
FDFF,-1,-1,4558,29.96812
FDIF,-1,-1,9094,27.4871
FDIG,-1,-1,90159,25.413
FDIV,-1,-1,3540,26.5643
FDMT,Healthcare,33.8,602691,25.043
FDNI,-1,-1,2367,22.0908
FDT,-1,-1,23273,53.0662
FDTS,-1,-1,1,40.5142
FDTX,-1,-1,32602,31.06754
FDUS,Financial Services,19.04,231041,19.5406
FEAM,Basic Materials,1.27,114718,1.3694
FEBO,Technology,8.75,9745,7.314
FEIM,Technology,10.73,73194,10.5654
FELE,Industrials,105.39,153980,98.3916
FEM,-1,-1,43109,22.6654
FEMB,-1,-1,13417,28.51674
FEMS,-1,-1,54980,38.3582
FEMY,Healthcare,1.72,920798,1.31434
FENC,Healthcare,11.07,285872,9.8592
FEP,-1,-1,7947,35.9324
FEPI,-1,-1,163973,56.0763
FEUZ,-1,-1,293,40.23086
FEX,-1,-1,79135,93.1608
FEXD,Financial Services,10.9,1,10.83278
FEXDR,-1,0.0802,4317,-1
FEXDU,Financial Services,10.82,-1,10.82
FEXDW,Financial Services,0.0186,-1,-1
FFBC,Financial Services,21.92,316637,22.2314
FFIC,Financial Services,12.08,185360,14.0936
FFIE,Consumer Cyclical,0.136,100929993,0.29056
FFIEW,-1,-1,216410,-1
FFIN,Financial Services,31.43,349461,30.7414
FFIV,Technology,191.07,272012,185.013
FFNW,Financial Services,20.61,27070,20.4548
FGBI,Financial Services,10.19,6910,11.5337
FGBIP,Financial Services,18.25,4620,19.22182
FGEN,Healthcare,2.43,1036542,1.72374
FGF,Financial Services,1.36,11115,1.36482
FGFPP,Financial Services,17.9501,1835,17.80434
FGI,Consumer Cyclical,1.53,26864,1.57946
FGIWW,Consumer Cyclical,0.1575,501,-1
FGM,-1,-1,39,38.2964
FHB,Financial Services,21.75,622426,21.3883
FHLT,Financial Services,10.78,-1,10.8414
FHLTU,Financial Services,10.61,-1,10.8176
FHLTW,Financial Services,0.06,1300,-1
FHTX,Healthcare,6.57,63292,5.4202
FIAC,Financial Services,11.03,2601,11.0262
FIACU,Financial Services,10.7643,-1,10.807038
FIACW,Financial Services,0.023,2149,-1
FIBK,Financial Services,26.55,885636,27.0558
FICS,-1,-1,9214,34.17506
FID,-1,-1,7089,15.7234
FINE,-1,-1,112,24.551779
FINW,Financial Services,10.0,13799,11.6121
FINX,-1,-1,88259,25.3772
FIP,Industrials,6.22,526097,4.5552
FISI,Financial Services,18.94,33051,19.76
FITB,Financial Services,37.01,5533335,34.5708
FITBI,Financial Services,26.22,24509,25.5904
FITBO,Financial Services,23.36,16817,23.05012
FITBP,Financial Services,25.2,13489,24.842
FIVE,Consumer Cyclical,176.79,3842673,193.3786
FIVN,Technology,61.9,843388,69.8782
FIXD,-1,-1,597778,43.8181
FIXT,-1,-1,89,31.58106
FIXX,Healthcare,0.8848,123251,0.76292
FIZZ,Consumer Defensive,47.52,107112,48.794
FJP,-1,-1,5295,52.6574
FKU,-1,-1,7356,35.796
FKWL,Technology,2.98,9328,2.9648
FLDB,-1,-1,1,50.11312
FLEX,Technology,28.31,6667110,26.2326
FLFV,Financial Services,10.87,12,10.88458
FLFVR,-1,0.0851,60,-1
FLFVU,Financial Services,11.1,-1,10.9924
FLFVW,Financial Services,0.034,3155,-1
FLGC,Healthcare,1.18,71323,1.17922
FLGT,Healthcare,21.55,176042,24.8083
FLIC,Financial Services,10.98,173700,11.6126
FLJ,Real Estate,0.69,67154,0.77384
FLL,Consumer Cyclical,4.99,286687,4.8854
FLN,-1,-1,675,20.1234
FLNC,Utilities,16.02,2835307,18.1373
FLNT,Communication Services,0.4775,49149,0.5616
FLUX,Industrials,4.08,49585,4.636
FLWS,Consumer Cyclical,10.97,487664,10.2092
FLXS,Consumer Cyclical,34.9,24576,30.9948
FLYW,Technology,25.32,1190649,23.3132
FMAO,Financial Services,21.28,28831,21.4522
FMB,-1,-1,115259,51.45088
FMBH,Financial Services,31.68,73130,31.2906
FMED,-1,-1,4481,24.73052
FMET,-1,-1,10013,28.56818
FMHI,-1,-1,61370,47.84462
FMNB,Financial Services,13.05,88704,13.5378
FMST,Basic Materials,2.48,4297,2.7345
FMSTW,Basic Materials,0.5163,379,-1
FNCB,Financial Services,6.02,6440,6.1826
FNCH,Healthcare,2.61,8605,2.72664
FNGR,Communication Services,2.26,152108,2.4881
FNK,-1,-1,24432,50.2726
FNKO,Consumer Cyclical,6.4,665231,7.0842
FNLC,Financial Services,23.17,26828,24.3688
FNVT,Financial Services,11.25,1107,11.16574
FNVTU,Financial Services,11.0,-1,11.0
FNVTW,Financial Services,0.009,51200,-1
FNWB,Financial Services,15.55,31780,14.7773
FNWD,Financial Services,24.72,12242,23.779
FNX,-1,-1,62299,104.9008
FNY,-1,-1,35763,69.8066
FOLD,Healthcare,11.69,1675875,12.8296
FONR,Healthcare,22.34,22337,21.0922
FORA,Healthcare,3.21,42285,2.85576
FORD,Consumer Cyclical,0.58,10724,0.6816
FORL,Financial Services,10.65,3387,10.6144
FORLU,Financial Services,10.65,-1,10.6326
FORLW,-1,-1,673,-1
FORM,Technology,43.86,410636,41.644
FORR,Industrials,21.68,121508,22.595
FORTY,Technology,82.2117,463,70.6542
FOSL,Consumer Cyclical,0.9551,1327360,1.1026
FOSLL,-1,-1,28976,11.99288
FOX,Communication Services,27.79,1003828,27.939
FOXA,Communication Services,30.51,2517041,30.359
FOXF,Consumer Cyclical,49.47,409422,59.3444
FPA,-1,-1,520,26.7418
FPAY,Industrials,1.24,10817,1.2544
FPXE,-1,-1,695,23.6124
FPXI,-1,-1,103327,43.9736
FRAF,Financial Services,26.1,1786,28.473
FRBA,Financial Services,13.08,97547,13.566
FREE,Consumer Defensive,4.8,404610,4.2787
FREEW,Consumer Defensive,0.0594,864,-1
FRES,Healthcare,0.8462,394609,0.42574
FRGT,Technology,1.5,58301,2.2164
FRHC,Financial Services,72.06,9933,78.6418
FRLA,Financial Services,11.12,50998,11.0894
FRLAU,Financial Services,10.95,-1,11.0028
FRLAW,Financial Services,0.0351,-1,0.0357
FRME,Financial Services,34.31,184981,34.1884
FRMEP,Financial Services,25.3636,69,25.27686
FROG,Technology,44.31,1366194,38.7514
FRPH,Real Estate,61.2,11080,59.8224
FRPT,Consumer Defensive,114.32,654309,95.6882
FRSH,Technology,18.5,2069021,20.8674
FRST,Financial Services,12.17,80139,12.4462
FRSX,Consumer Cyclical,0.9799,51594,1.05452
FRZA,Consumer Cyclical,0.49,26689,0.5296
FSBC,Financial Services,23.5,14375,23.8729
FSBW,Financial Services,33.8,8646,34.137
FSEA,Financial Services,8.28,512,8.55322
FSFG,Financial Services,16.4,890,17.1038
FSLR,Technology,152.68,1671748,151.777
FSTR,Industrials,25.5,50656,23.3766
FSV,Real Estate,168.16,91426,165.4877
FSZ,-1,-1,271,62.8006
FTA,-1,-1,127761,71.3708
FTAG,-1,-1,9225,24.2752
FTAI,Industrials,64.98,966564,54.4199
FTAIM,Industrials,25.25,16168,25.43474
FTAIN,Industrials,25.25,4086,25.09194
FTAIO,Industrials,25.4,13399,25.24748
FTAIP,Industrials,25.2,3047,25.20992
FTC,-1,-1,16114,116.2682
FTCI,Technology,0.5777,1413200,0.52806
FTCS,-1,-1,315434,82.4602
FTDR,Consumer Cyclical,31.66,793851,32.3554
FTDS,-1,-1,59,46.64592
FTEK,Industrials,1.13,45086,1.0968
FTEL,Consumer Cyclical,7.1,605200,3.78924
FTFT,Technology,1.02,15187,1.0706
FTGC,-1,-1,419258,23.0248
FTGS,-1,-1,286037,28.74906
FTHI,-1,-1,162347,21.9448
FTHM,Real Estate,1.93,45990,2.7125
FTII,Financial Services,11.12,100,11.03858
FTIIU,Financial Services,11.42,-1,11.1538
FTIIW,Financial Services,0.0251,10200,-1
FTLF,Consumer Defensive,21.55,3289,21.7752
FTNT,Technology,68.57,3710921,67.1866
FTQI,-1,-1,87471,20.2294
FTRE,Healthcare,40.14,921019,34.2328
FTRI,-1,-1,79755,12.4952
FTSL,-1,-1,223376,46.1056
FTSM,-1,-1,616725,59.7658
FTXG,-1,-1,10389,23.87504
FTXH,-1,-1,7895,27.53464
FTXL,-1,-1,55098,85.0184
FTXN,-1,-1,28916,28.73016
FTXO,-1,-1,22276,25.13476
FTXR,-1,-1,3222,30.19454
FUFU,-1,-1,175247,9.42722
FUFUW,-1,-1,7529,-1
FULC,Healthcare,9.79,417333,9.007
FULT,Financial Services,15.65,794825,15.5694
FULTP,Financial Services,19.2,11823,17.7521
FUNC,Financial Services,22.55,21143,22.1584
FUND,Financial Services,7.79,15602,7.6834
FUSB,Financial Services,9.22,284,9.9278
FUSN,Healthcare,21.2,3815985,11.1984
FUTU,Financial Services,55.38,1228564,51.2283
FUV,Consumer Cyclical,0.491,35566,0.61656
FV,-1,-1,125924,53.97948
FVC,-1,-1,8602,33.5191
FVCB,Financial Services,12.37,26272,12.303
FWBI,Healthcare,4.48,71703,5.3544
FWONA,Communication Services,59.66,75999,60.8652
FWONK,Communication Services,67.4,1032347,67.6142
FWRD,Industrials,28.75,1072779,41.203
FWRG,Consumer Cyclical,24.47,397435,22.8062
FXNC,Financial Services,17.58,3242,19.3172
FYBR,Communication Services,23.99,1269890,23.5163
FYC,-1,-1,16040,62.5538
FYT,-1,-1,10438,52.32
FYX,-1,-1,19063,89.2736
GABC,Financial Services,32.98,101652,32.2626
GAIA,Communication Services,2.93,6469,2.9366
GAIN,Financial Services,13.94,92311,14.1802
GAINL,-1,25.72,29380,25.49808
GAINN,-1,24.16,7617,23.94068
GAINZ,-1,-1,3199,22.88834
GALT,Healthcare,2.44,279733,1.8504
GAMB,Consumer Cyclical,8.8,732099,9.053
GAMC,Financial Services,10.6701,15,10.6698
GAMCU,Financial Services,10.1,-1,10.63
GAMCW,Financial Services,0.22,6052,-1
GAME,Communication Services,1.465,134818,1.51852
GAN,Consumer Cyclical,1.32,163134,1.4976
GANX,Healthcare,4.37,214889,4.2208
GASS,Industrials,5.84,556913,6.8002
GATE,Financial Services,10.45,2,10.4545
GATEU,Financial Services,10.3342,-1,10.46436
GATEW,Financial Services,0.02,9983,0.0333
GBBK,Financial Services,10.7552,27,10.72328
GBBKR,-1,0.0595,1401,-1
GBBKW,Financial Services,0.01,5000,-1
GBDC,Financial Services,15.93,562064,15.591
GBIO,Healthcare,3.34,220288,2.2656
GBNY,Financial Services,10.0,72,10.48406
GCBC,Financial Services,28.99,7467,27.836
GCMG,Financial Services,8.97,337110,8.6529
GCMGW,Financial Services,0.265,950266,-1
GCT,Technology,30.47,3411390,29.3598
GCTK,Healthcare,0.3347,301703,0.25416
GDC,Communication Services,1.41,15160,1.9794
GDEN,Consumer Cyclical,35.43,113490,36.9544
GDEV,Communication Services,2.3,5531,2.28142
GDEVW,Communication Services,0.07,9725,-1
GDHG,Consumer Cyclical,0.474,1061579,0.51738
GDRX,Healthcare,6.75,657923,6.683
GDS,Technology,8.37,2507451,6.5572
GDST,Financial Services,10.98,52,10.87534
GDSTR,-1,0.08,5000,-1
GDSTU,Financial Services,11.06,507,10.8362
GDSTW,Financial Services,0.0105,5000,-1
GDTC,Healthcare,2.28,5710,2.87932
GDYN,Technology,12.95,249552,13.1692
GECC,Financial Services,10.39,17777,10.7156
GECCM,-1,-1,715,25.10136
GECCO,-1,-1,100,24.52796
GECCZ,-1,-1,801,-1
GEG,Financial Services,1.91,5681,1.9248
GEGGL,-1,-1,359,21.77686
GEHC,Healthcare,91.2,2244227,83.0622
GEN,Technology,22.14,3311743,22.1474
GENE,Healthcare,2.5,90945,2.218
GENK,Consumer Cyclical,10.77,237983,8.01172
GEOS,Energy,13.08,50874,13.501
GERN,Healthcare,3.33,12897690,2.1194
GEVO,Basic Materials,0.6719,8931072,0.8662
GFAI,Industrials,3.87,242457,2.9678
GFAIW,Industrials,0.3487,14823,-1
GFGF,-1,-1,245,26.15098
GFS,Technology,52.48,1117021,54.8703
GGAL,Financial Services,25.96,1098775,20.5728
GGE,Real Estate,0.0311,4141500,0.038
GGLL,-1,-1,111664,32.3858
GGLS,-1,-1,16669,16.87018
GGR,Consumer Cyclical,1.8,1032795,1.886
GGROW,Consumer Cyclical,0.0836,96803,-1
GH,Healthcare,17.56,1362794,21.392
GHIX,Financial Services,10.6,2025,10.57114
GHIXU,Financial Services,10.5833,600,11.29426
GHIXW,Financial Services,0.2499,16642,-1
GHRS,Healthcare,10.59,221754,7.8638
GHSI,Healthcare,9.0697,18871,7.33664
GIFI,Industrials,6.93,132757,5.047
GIGM,Communication Services,1.28,3532,1.3496
GIII,Consumer Cyclical,28.52,528966,30.7
GILD,Healthcare,73.09,5810324,76.7046
GILT,Technology,5.57,92211,6.0448
GINX,-1,-1,3465,25.5028
