Ticker,Sector,Price,Volume,Fifty Day Average
RIGL,Healthcare,1.45,639981,1.325
RILY,Financial Services,20.88,823167,19.8772
RILYG,-1,-1,12540,15.70876
RILYK,-1,-1,17255,18.3852
RILYL,Financial Services,16.21,7249,18.83986
RILYM,-1,-1,65350,21.35008
RILYN,-1,-1,22201,16.85022
RILYO,-1,-1,15076,24.79752
RILYP,Financial Services,14.45,29686,16.3745
RILYT,-1,-1,12478,14.9372
RILYZ,-1,-1,59050,13.22144
RING,-1,-1,200821,22.2044
RIOT,Financial Services,11.98,21572136,12.902
RIVN,Consumer Cyclical,11.17,25047206,14.2896
RKDA,Consumer Defensive,2.27,225343,2.61496
RKLB,Industrials,4.09,8786370,4.6038
RLAY,Healthcare,8.01,1124116,9.7824
RLMD,Healthcare,4.66,651481,4.9364
RLYB,Healthcare,1.64,76008,1.7113
RMBI,Financial Services,12.24,23459,11.3536
RMBL,Consumer Cyclical,5.99,110924,6.9874
RMBS,Technology,64.73,2275007,63.2352
RMCF,Consumer Defensive,3.6,6398,4.1452
RMCO,Financial Services,1.44,282903,1.44824
RMCOW,Financial Services,0.035,10045,-1
RMGC,Financial Services,10.0,2,10.1677
RMGCU,Financial Services,9.94,1,10.0926
RMGCW,Financial Services,0.06,-1,-1
RMNI,Technology,3.19,219389,3.1822
RMR,Real Estate,23.84,93165,24.9034
RMTI,Healthcare,1.52,1580234,1.4036
RNA,Healthcare,24.1,1037407,15.2214
RNAC,Healthcare,0.7038,950233,0.71754
RNAZ,Healthcare,0.682,167313,1.1571
RNEM,-1,-1,2986,50.81168
RNEW,-1,-1,149,22.55528
RNLX,Healthcare,0.9209,162327,0.68198
RNMC,-1,-1,1355,31.14292
RNRG,-1,-1,2764,10.04146
RNSC,-1,-1,640,27.99676
RNW,Utilities,6.2,622946,6.5592
RNWWW,Utilities,0.48,6479,0.69802
RNXT,Healthcare,1.47,3888,1.41394
ROAD,Industrials,53.96,248628,46.8956
ROBT,-1,-1,69391,44.6819
ROCK,Industrials,81.23,132728,79.6944
ROCL,Financial Services,10.8,51330,10.78004
ROCLU,Financial Services,10.77,-1,10.768
ROCLW,Financial Services,0.08,800,-1
ROE,-1,-1,14475,27.17882
ROIC,Real Estate,12.85,979097,13.3352
ROIV,Healthcare,10.26,6318508,10.8042
ROKU,Communication Services,63.83,3734885,78.2344
ROMA,Industrials,1.0,175730,1.3917
ROOT,Financial Services,51.77,591749,20.9062
ROP,Technology,556.28,424138,546.0372
ROST,Consumer Cyclical,147.19,1755113,143.7068
RPAY,Technology,10.93,569520,8.655
RPD,Technology,50.45,1042743,55.7568
RPHM,Healthcare,1.69,90828,1.6477
RPID,Healthcare,0.9746,4991,0.97302
RPRX,Healthcare,30.43,2097498,29.5404
RPTX,Healthcare,5.2,53548,6.5324
RR,Industrials,1.69,151298,3.3497
RRBI,Financial Services,50.03,10064,50.893
RRGB,Consumer Cyclical,6.63,373361,9.2348
RRR,Consumer Cyclical,56.57,527232,55.5351
RSLS,Healthcare,0.178,642410,0.1903
RSSS,Technology,2.85,90489,2.8722
RSVR,Communication Services,7.53,67590,7.0559
RSVRW,Communication Services,0.9985,15985,1.24808
RTC,Technology,0.936,167546,1.589
RTH,-1,-1,9252,198.7194
RUM,Technology,7.72,1941026,6.489
RUMBW,Technology,2.3,11080,-1
RUN,Technology,11.76,17106629,13.5827
RUNN,-1,-1,231063,29.41216
RUSHA,Consumer Cyclical,52.17,276147,46.674
RUSHB,Consumer Cyclical,52.94,15279,48.9324
RVMD,Healthcare,32.43,1183093,29.5684
RVMDW,Healthcare,0.15,4134,-1
RVNC,Healthcare,5.19,1396736,5.7935
RVPH,Healthcare,2.76,383162,3.8994
RVPHW,Healthcare,0.5,1580,-1
RVSB,Financial Services,4.76,27726,5.143
RVSN,Industrials,2.5,1028568,5.33578
RVSNW,Industrials,0.1249,21295,-1
RVYL,Technology,3.82,18020,4.0774
RWAY,Financial Services,12.05,384170,13.0066
RWAYL,-1,-1,5656,25.00744
RWAYZ,-1,-1,5409,25.2596
RWOD,Financial Services,10.27,477,10.67576
RWODR,-1,0.2208,300,-1
RWODU,Financial Services,10.6,100,10.7796
RWODW,Financial Services,0.048,-1,-1
RXRX,Healthcare,10.65,7971021,11.2393
RXST,Healthcare,51.12,453846,50.0858
RXT,Technology,1.69,1191923,1.8173
RYAAY,Industrials,146.1,297348,135.7806
RYTM,Healthcare,40.64,648824,44.1506
RZLT,Healthcare,1.92,263052,1.38154
SABR,Consumer Cyclical,2.32,4081112,3.3789
SABS,Healthcare,4.69,5492,5.53744
SABSW,Healthcare,0.0368,2056,-1
SAFT,Financial Services,80.86,51285,81.596
SAGE,Healthcare,19.97,756291,23.6182
SAI,Financial Services,1.165,48917,0.9942
SAIA,Industrials,585.52,200504,526.0858
SAIC,Technology,127.79,386819,133.6876
SAITW,Financial Services,0.0811,2,-1
SAMG,Financial Services,15.78,14925,16.4522
SANA,Healthcare,9.15,978780,7.5221
SANG,Technology,4.81,790,3.5706
SANM,Technology,61.29,292100,58.5816
SANW,Consumer Defensive,0.431,46612,0.5392
SARK,-1,-1,887113,27.8458
SASR,Financial Services,22.17,357424,23.3346
SATL,Industrials,1.715,16728,1.55368
SATLW,Industrials,0.1349,33,-1
SATS,Technology,14.14,1070303,13.9726
SAVA,Healthcare,21.18,341750,23.3354
SAVAW,Healthcare,4.46,63927,6.3546
SBAC,Real Estate,215.02,485333,220.4452
SBCF,Financial Services,25.22,503271,24.9952
SBET,Consumer Cyclical,1.5633,10469,1.3908
SBFG,Financial Services,13.88,956,14.6616
SBFM,Healthcare,0.06,5212386,0.14562
SBFMW,Healthcare,0.0419,8188,-1
SBGI,Communication Services,12.04,375825,14.5652
SBLK,Industrials,24.48,1917039,22.5966
SBRA,Real Estate,14.66,1379058,13.7558
SBSI,Financial Services,28.55,124327,29.734
SBT,Financial Services,5.28,30485,5.1833
SBUX,Consumer Cyclical,91.66,6246678,93.1984
SCHL,Communication Services,37.89,321272,38.4742
SCKT,Technology,1.0,4895,1.0826
SCLX,Healthcare,1.4,678175,1.6459
SCLXW,Healthcare,0.35,3704,-1
SCNI,Healthcare,0.52,10168,0.5082
SCOR,Communication Services,15.21,48896,18.3822
SCPH,Healthcare,5.38,138893,5.5902
SCRM,Financial Services,10.68,483092,10.6368
SCRMU,Financial Services,10.81,500,10.778
SCRMW,Financial Services,0.475,110391,-1
SCSC,Technology,43.2,202551,40.7048
SCTL,Healthcare,1.06,7144276,0.61824
SCVL,Consumer Cyclical,35.64,490075,29.023
SCWO,Industrials,1.34,133330,1.2958
SCWX,Technology,6.19,51091,6.8872
SCYX,Healthcare,1.4,150809,1.7838
SCZ,-1,-1,1815803,60.9614
SDA,Consumer Cyclical,7.0,279909,7.3126
SDAWW,-1,-1,19398,-1
SDG,-1,-1,9160,77.1452
SDGR,Healthcare,27.51,1329252,27.6814
SDIG,Financial Services,4.13,306745,5.0192
SDOT,Consumer Defensive,0.3412,718060,0.35844
SDSI,-1,-1,1060,50.8154
SDVY,-1,-1,1315152,32.5024
SEAT,Communication Services,5.61,823151,5.8498
SEATW,Communication Services,0.8499,51098,0.937
SECO,Consumer Cyclical,0.439,26662,0.47148
SEDG,Technology,66.73,1910088,71.6744
SEED,Basic Materials,3.5,48417,2.3928
SEEL,Healthcare,0.4901,691881,1.0566
SEER,Healthcare,1.9,222130,1.7744
SEIC,Financial Services,70.83,519099,66.2374
SELF,Real Estate,4.3,30085,4.3496
SELX,Technology,1.71,100957,5.56872
SENEA,Consumer Defensive,53.91,34686,51.5674
SENEB,Consumer Defensive,53.68,55,51.0664
SEPA,Financial Services,12.17,90,10.6979
SEPAU,Financial Services,9.7513,-1,9.7513
SEPAW,Financial Services,0.17,70000,-1
SERA,Healthcare,9.36,261151,7.9754
SETM,-1,-1,3612,16.36388
SEVN,Real Estate,12.88,66160,12.813
SEZL,Financial Services,65.64,21015,43.8202
SFBC,Financial Services,40.515,535,39.6472
SFIX,Consumer Cyclical,2.57,1734322,3.1183
SFLO,-1,-1,3089,25.30824
SFM,Consumer Defensive,62.32,977522,55.4434
SFNC,Financial Services,19.06,383467,18.9084
SFST,Financial Services,31.96,17029,34.4894
SFWL,Industrials,1.68,58629,1.8098
SGA,Communication Services,22.98,10068,23.2304
SGBX,Industrials,0.211,568895,0.33572
SGC,Consumer Cyclical,16.52,127809,14.2106
SGD,Real Estate,0.88,114426,0.89472
SGH,Technology,26.3,2019249,21.7056
SGHT,Healthcare,5.14,55437,4.6087
SGLY,Industrials,4.55,54844,4.2394
SGMA,Technology,3.5,47324,3.3502
SGML,Basic Materials,12.59,903867,17.3712
SGMO,Healthcare,0.9703,2361364,0.7494
SGMT,Healthcare,4.65,860391,7.6358
SGRP,Industrials,1.01,1891,1.0402
SGRY,Healthcare,28.27,705670,31.5454
SHBI,Financial Services,11.37,69411,11.9148
SHC,Healthcare,11.54,4243037,15.1453
SHCR,Healthcare,0.958,1303091,1.01368
SHCRW,Healthcare,0.0274,2048,0.02436
SHEN,Communication Services,17.57,136310,19.4408
SHFS,Financial Services,0.85,57844,1.02596
SHFSW,Financial Services,0.065,5228,-1
SHIM,Industrials,6.99,20966,6.3088
SHIP,Industrials,9.31,299917,7.8698
SHLS,Technology,12.71,3213213,13.9214
SHLT,Healthcare,6.28,1040,6.73632
SHOO,Consumer Cyclical,41.78,775414,42.3424
SHOT,Consumer Defensive,2.38,1468036,2.536
SHOTW,Consumer Defensive,0.4,1338,-1
SHPH,Healthcare,0.452,90974,0.40902
SHPW,Industrials,1.745,19842,1.9245
SHPWW,Industrials,0.0069,1104,-1
SHRY,-1,-1,1558,35.6037
SHV,-1,-1,2073575,110.326
SHY,-1,-1,3226307,81.8374
SHYF,Industrials,12.01,218671,11.0
SIBN,Healthcare,15.7,343605,19.0586
SIDU,Industrials,3.72,141351,5.9978
SIEB,Financial Services,1.95,100629,1.7664
SIFY,Communication Services,1.32,62018,1.4
SIGA,Healthcare,8.92,1324178,5.37
SIGI,Financial Services,104.1,234777,102.9372
SIGIP,Financial Services,18.9727,9182,18.36724
SILC,Technology,15.4,23931,16.1922
SILK,Healthcare,18.89,490387,15.9385
SILO,Healthcare,1.82,43534,1.55568
SIMO,Technology,78.15,1110320,67.8582
SINT,Healthcare,0.136,745365,0.19302
SIRI,Communication Services,3.88,19793907,4.7894
SISI,Consumer Defensive,0.8052,198386,1.28684
SITM,Technology,95.78,348343,105.7064
SJ,Communication Services,1.03,65829,1.6312
SKGR,Financial Services,11.05,603706,11.013
SKGRU,Financial Services,11.9499,-1,11.23037
SKGRW,Financial Services,0.55,26091,0.2007
SKIN,Consumer Defensive,4.45,2536783,3.1471
SKOR,-1,-1,16352,47.65098
SKRE,-1,-1,49239,26.37782
SKWD,Financial Services,36.81,193131,33.54
SKYT,Technology,10.2,432558,9.9219
SKYU,-1,-1,1215,23.84302
SKYW,Industrials,68.42,342720,59.0062
SKYX,Industrials,1.29,454547,1.4257
SKYY,-1,-1,133776,92.5518
SLAB,Technology,135.06,204709,132.9652
SLAM,Financial Services,10.95,8778,10.90574
SLAMU,Financial Services,11.0,1160,10.94382
SLAMW,Financial Services,0.21,8196,-1
SLDB,Healthcare,12.62,379081,9.214
SLDP,Industrials,1.58,2831119,1.5127
SLDPW,Industrials,0.1891,6072,-1
SLE,Communication Services,2.17,86212,2.0652
SLGL,Healthcare,1.03,32971,1.15658
SLM,Financial Services,21.62,1754431,19.8824
SLMBP,Financial Services,76.27,13194,71.6246
SLN,Healthcare,22.69,130989,22.0804
SLNA,Consumer Cyclical,0.28,4131934,0.26968
SLNAW,Consumer Cyclical,0.0108,94674,-1
SLNG,Energy,4.06,5014,4.2278
SLNH,Technology,3.15,1207593,3.3286
SLNHP,Technology,3.05,6763,3.19124
SLNO,Healthcare,43.35,263284,46.2997
SLP,Healthcare,44.74,173720,40.7612
SLQD,-1,-1,191667,49.1296
SLRC,Financial Services,15.13,119439,15.1302
SLRN,Healthcare,7.78,1893859,7.6725
SLRX,Healthcare,0.5851,9569,0.59946
SLS,Healthcare,1.01,1126044,0.8312
SLVO,-1,-1,6840,71.6176
SMBC,Financial Services,43.48,19675,44.6276
SMCF,-1,-1,238,27.206236
SMCI,Technology,971.61,8511885,743.6658
SMCO,-1,-1,9240,22.4288
SMCP,-1,-1,982,29.57404
SMFL,Consumer Defensive,0.7811,253174,1.01878
SMH,-1,-1,11414181,201.4188
SMID,Basic Materials,44.36,24826,40.435
SMLR,Healthcare,30.09,66848,42.9884
SMMF,Financial Services,26.35,23272,27.4618
SMMT,Healthcare,3.55,2442445,4.1418
SMPL,Consumer Defensive,33.46,1365672,36.8542
SMRI,-1,-1,80978,27.02208
SMSI,Technology,0.3472,251930,0.6464
SMTC,Technology,23.05,749824,21.006
SMTI,Healthcare,37.72,9409,37.1692
SMX,Industrials,0.1554,10267047,0.27872
SMXT,Technology,7.8,282868,7.0335293
SMXWW,Industrials,0.0083,45292,-1
SNAL,Communication Services,1.01,4408,1.00442
SNAX,Consumer Defensive,1.25,34594,1.47932
SNAXW,Consumer Defensive,0.0088,24314,-1
SNBR,Consumer Cyclical,14.21,432985,12.6632
SNCR,Technology,8.74,60811,8.0092
SNCRL,-1,-1,1696,20.3705
SNCY,Industrials,13.68,1397017,14.3548
SND,Energy,1.91,92253,1.8981
SNDL,Consumer Defensive,1.44,7783111,1.3977
SNDX,Healthcare,22.88,1282198,22.3185
SNES,Basic Materials,0.7501,45965,0.92738
SNEX,Financial Services,70.29,100623,66.9686
SNFCA,Financial Services,8.22,18624,8.136
SNGX,Healthcare,0.64,12169,0.696
SNOA,Healthcare,0.134,191822,0.1604
SNPO,Technology,8.42,20802,8.205
SNPS,Technology,602.01,1760627,551.9458
SNPX,Healthcare,0.194,213076,0.2027
SNSE,Healthcare,1.05,43008,0.8431
SNSR,-1,-1,27878,34.7274
SNT,Industrials,1.34,62198,1.1486
SNTG,Financial Services,2.5,196204,2.6279
SNTI,Healthcare,0.47,97044,0.43276
SNY,Healthcare,47.73,1581034,48.6124
SOBR,Technology,0.421,40150,0.56246
SOCL,-1,-1,5848,39.7908
SOFI,Financial Services,7.44,55788651,7.946
SOGP,Communication Services,3.8,48135,3.07956
SOHO,Real Estate,1.43,15552,1.3928
SOHOB,Real Estate,19.4,117,19.3031
SOHON,Real Estate,19.31,2080,19.59556
SOHOO,Real Estate,18.88,1288,19.34086
SOHU,Communication Services,9.93,15266,9.6404
SOLO,Consumer Cyclical,0.2269,423977,0.255
SOND,Consumer Cyclical,3.62,24936,3.58862
SONDW,Consumer Cyclical,0.0067,97,-1
SONM,Technology,0.675,130698,0.67756
SONN,Healthcare,2.1401,56821,1.638
SONO,Technology,19.51,2108817,17.7092
SOPA,Technology,0.155,723237,0.19522
SOPH,Healthcare,4.8,33045,4.8018
SOTK,Technology,4.95,4328,5.4546
SOUN,Technology,6.68,109500129,3.9017
SOUNW,Technology,3.43,418536,-1
SOXQ,-1,-1,265858,35.7534
SOXX,-1,-1,3948823,208.3922
SP,Industrials,51.8,64080,51.5408
SPAM,-1,-1,2078,27.70122
SPAQ,-1,-1,67,96.75946
SPBC,-1,-1,3856,30.95224
SPC,-1,-1,8551,21.30608
SPCB,Industrials,0.1701,250024,0.2062
SPCX,-1,-1,598,23.16522
SPEC,Industrials,1.0,193562,1.6336
SPECW,Industrials,0.0437,27,-1
SPFI,Financial Services,26.25,19305,26.6754
SPGC,Consumer Cyclical,0.635,91907,0.65824
SPI,Technology,0.6,32905,0.635
SPKL,Financial Services,10.27,22681,10.2232
SPKLU,Financial Services,10.35,322,10.45078
SPKLW,Financial Services,0.1568,2704,-1
SPNS,Technology,31.7,152343,28.9038
SPOK,Healthcare,16.7,150142,16.629
SPPL,Technology,0.8782,247811,4.62894
SPRB,Healthcare,0.7555,1898057,3.76164
SPRC,Healthcare,2.08,1103119,3.6822
SPRO,Healthcare,1.73,254248,1.5587
SPRX,-1,-1,147136,23.7573
SPRY,Healthcare,9.0,684919,7.3889
SPSC,Technology,183.49,145966,185.3236
SPT,Technology,59.66,537055,61.2664
SPTN,Consumer Defensive,20.28,345576,21.529
SPWH,Consumer Cyclical,3.2,940975,3.734
SPWR,Technology,2.99,4635736,3.2582
SQFT,Real Estate,1.3,24560,1.10236
SQFTP,Real Estate,17.7232,3720,16.41862
SQFTW,Real Estate,0.065,9480,-1
SQLV,-1,-1,5867,40.30152
SQQQ,-1,-1,138337025,11.7268
SRAD,Technology,11.46,551659,10.3822
SRBK,Financial Services,9.47,8468,9.4564
SRCE,Financial Services,50.81,47403,51.1212
SRCL,Industrials,52.87,596066,50.2366
SRDX,Healthcare,28.26,26781,32.0802
SRET,-1,-1,30455,20.35432
SRM,Consumer Cyclical,1.64,244337,1.4444
SRPT,Healthcare,124.94,443595,124.3948
SRRK,Healthcare,17.2,2273447,15.5594
SRTS,Healthcare,3.81,139507,3.7031
SRZN,Healthcare,13.81,7186,10.93908
SRZNW,Healthcare,0.04,3263,-1
SSBI,Financial Services,10.53,4633,11.1136
SSBK,Financial Services,26.0,16201,25.9148
SSIC,Healthcare,9.6304,4941,8.79972
SSKN,Healthcare,0.485,7427,0.525
SSNC,Technology,64.4,890694,62.0416
SSNT,Technology,13.68,91899,14.5282
SSP,Communication Services,3.86,860311,6.0638
SSRM,Basic Materials,4.04,3001093,6.9486
SSSS,Financial Services,4.5,180385,4.028
SSSSL,-1,-1,100,23.88356
SSTI,Technology,15.0,50778,19.0622
SSYS,Technology,11.86,303579,12.86
STAA,Healthcare,38.98,575592,32.2004
STAF,Industrials,0.313,36429,0.3318
STBA,Financial Services,31.45,105635,32.0396
STBX,Communication Services,0.2987,31093,0.28102
STCN,Communication Services,9.58,6816,9.0236
STEP,Financial Services,35.81,344267,33.93
STER,Technology,16.41,221600,14.1244
STGW,Communication Services,5.95,464806,6.2868
STHO,Real Estate,13.1,54040,12.2842
STI,Industrials,3.08,1777322,3.2661
STIM,Healthcare,4.29,158641,3.4578
STIX,Technology,0.86,18396,0.69546
STIXW,Technology,0.0132,2313,-1
STKH,Consumer Defensive,0.5895,54194,0.59938
STKL,Consumer Defensive,6.64,963392,6.1934
STKS,Consumer Cyclical,4.34,87969,4.1974
STLD,Basic Materials,143.86,937438,124.1802
STNE,Technology,16.77,6290390,17.2226
STOK,Healthcare,5.99,100444,5.7123
STRA,Consumer Defensive,103.23,115699,97.6132
STRC,Technology,2.0,685360,0.94126
STRCW,-1,0.07,28054,-1
STRL,Industrials,109.95,366977,89.3892
STRM,Healthcare,0.55,35746,0.4572
STRO,Healthcare,3.49,597994,4.4818
STRR,Healthcare,0.89,7552,0.9564
STRRP,Healthcare,9.41,980,9.65784
STRS,Real Estate,22.64,4085,23.1192
STRT,Consumer Cyclical,21.84,23419,24.5018
STSS,Healthcare,0.292,1518676,0.33338
STSSW,Healthcare,0.1,9715,-1
STTK,Healthcare,9.92,325105,9.2657
STX,Technology,88.45,3405094,88.2288
SUGP,Industrials,2.91,31316,3.289475
SUPN,Healthcare,35.17,420318,29.4976
SURG,Technology,4.1,651251,6.9653
SURGW,Technology,0.74,16816,-1
SUSB,-1,-1,119732,24.4334
SUSC,-1,-1,259445,22.92692
SUSL,-1,-1,21946,89.02632
SVA,-1,6.47,-1,6.47
SVC,Real Estate,6.83,853122,7.4096
SVII,Financial Services,10.96,10259,10.90736
SVIIR,-1,0.112,181273,-1
SVIIU,Financial Services,11.07,300,11.0368
SVIIW,Financial Services,0.075,3257,-1
SVMH,-1,-1,298089,0.22196
SVMHW,-1,-1,22000,-1
SVRA,Healthcare,4.89,342834,4.8708
SVRE,Technology,1.3,40921,1.0639
SVREW,Technology,0.0855,2093,-1
SWAG,Communication Services,1.38,10150,1.51138
SWAGW,Communication Services,0.037,4000,-1
SWAV,Healthcare,285.26,658449,243.395
SWBI,Industrials,17.95,337737,14.1532
SWIM,Industrials,3.7,463501,2.7766
SWIN,Financial Services,5.8,299163,9.43614
SWKH,Financial Services,17.89,10179,16.8612
SWKHL,-1,-1,2969,25.10152
SWKS,Technology,106.17,2680921,104.647
SWSS,Financial Services,10.62,2,10.5866
SWSSU,Financial Services,10.58,-1,10.542
SWSSW,Financial Services,0.03,10017,-1
SWTX,Healthcare,51.46,917369,46.5405
SWVL,Technology,14.5,396544,5.2668
SWVLW,-1,-1,576096,-1
SXTC,Healthcare,1.96,604351,1.92778
SXTP,Healthcare,0.2837,173726,0.42814
SXTPW,-1,-1,46313,-1
SY,Healthcare,1.04,68136,1.04272
SYBT,Financial Services,46.63,141912,47.1792
SYBX,Healthcare,1.75,37006,2.53972
SYM,Industrials,48.38,1065663,43.1981
SYNA,Technology,99.89,221544,105.762
SYPR,Consumer Cyclical,1.73,12807,1.939
SYRA,Healthcare,1.84,76339,1.67838
SYRE,Healthcare,39.86,396226,28.4661
SYRS,Healthcare,6.34,105806,6.9996
SYT,Technology,3.91,1072,3.87396
SYTA,Technology,3.15,31124,3.49932
SYTAW,Technology,0.061,10,-1
TACT,Technology,5.55,16911,7.1016
TAIT,Technology,3.17,5830,3.2052
TALK,Healthcare,3.48,1710221,2.652
TALKW,-1,-1,43522,-1
TANH,Consumer Defensive,0.737,126196,0.7183
TAOP,Technology,1.13,63305,1.182
TARA,Healthcare,3.9,140969,3.2417
TARK,-1,-1,48919,76.9584
TARS,Healthcare,33.66,410130,29.75
TASK,Technology,11.99,199542,12.6274
TAST,Consumer Cyclical,9.5,1084234,9.3454
TATT,Industrials,12.1,8781,12.2216
TAYD,Industrials,43.0,5729,34.9412
TBBK,Financial Services,32.12,3676464,40.8944
TBIL,-1,-1,770730,49.9539
TBIO,Healthcare,0.4657,118365,0.41714
TBLA,Communication Services,4.4,1124186,4.4904
TBLAW,Communication Services,0.3699,14312,-1
TBLD,-1,16.01,62600,15.77028
TBLT,Industrials,3.15,25905,5.1371
TBMC,Financial Services,10.57,18250,10.5135
TBMCR,-1,-1,256792,0.1054
TBNK,Financial Services,8.45,10022,9.6472
TBPH,Healthcare,8.96,349771,9.1301
TBRG,Healthcare,9.47,175632,9.6588
TC,Communication Services,1.55,17526,2.0852
TCBC,Financial Services,13.9401,11342,13.66944
TCBI,Financial Services,60.85,273305,60.3968
TCBIO,Financial Services,20.96,18555,19.73244
TCBK,Financial Services,35.77,102828,35.9768
TCBP,Healthcare,1.62,830708,1.48944
TCBPW,Healthcare,0.0443,9178,-1
TCBS,Financial Services,14.59,868,14.07948
TCBX,Financial Services,20.12,34938,19.3298
TCHI,-1,-1,6089,15.52846
TCJH,Financial Services,1.5849,18714,1.47574
TCMD,Healthcare,16.52,157257,15.1101
TCOM,Consumer Cyclical,44.68,3124081,40.508
TCON,Healthcare,0.437,6139680,0.22154
TCPC,Financial Services,10.17,1457347,11.09
TCRT,Healthcare,1.92,124053,2.046
TCRX,Healthcare,7.01,86931,6.1508
TCTM,Consumer Defensive,2.51,46296,1.3751
TCX,Technology,18.5,45141,20.9448
TDI,-1,-1,1875,27.7513
TDIV,-1,-1,74865,67.0326
TDSB,-1,-1,9919,21.6511
TDSC,-1,-1,14618,23.46754
TDUP,Consumer Cyclical,2.04,360056,2.0376
TEAM,Technology,197.26,1621104,220.1432
TECH,Healthcare,72.33,789059,71.5662
TECTP,Financial Services,10.1701,1,10.12466
TELA,Healthcare,5.35,236464,6.6965
TELO,Healthcare,6.79,37939,7.934643
TENB,Technology,48.82,683732,47.7712
TENK,Financial Services,11.05,102,10.98558
TENKR,-1,0.1548,2818,-1
TENKU,Financial Services,11.1,-1,11.1128
TENX,Healthcare,3.92,64640,7.33446
TER,Technology,111.45,2562074,103.5158
TERN,Healthcare,6.55,763350,6.5387
TETE,Financial Services,11.69,57723,11.5736
TETEU,Financial Services,11.62,-1,11.4822
TETEW,Financial Services,0.0213,800,-1
TFFP,Healthcare,8.21,51242,6.50402
TFIN,Financial Services,79.21,295047,75.1938
TFINP,Financial Services,22.255,1149,21.68722
TFSL,Financial Services,12.66,396146,13.2142
TGAA,Financial Services,11.11,5,11.1128
TGAAU,Financial Services,11.13,2,11.1202
TGAAW,Financial Services,0.0656,1000,-1
TGAN,Technology,4.91,248357,4.8154
TGL,Technology,4.46,933311,5.63132
TGTX,Healthcare,15.25,2082015,15.7236
TH,Industrials,9.28,613437,9.258
THAR,Healthcare,0.4425,241518,0.4066
THCH,Consumer Cyclical,1.18,25478,1.4516
THCP,Financial Services,10.305,844,10.25364
THCPU,Financial Services,10.23,-1,10.2566
THCPW,Financial Services,0.1433,20,-1
THFF,Financial Services,37.9,46619,38.5892
THMO,Healthcare,0.7956,20325,0.6902
THRD,Healthcare,9.33,84758,9.6706
THRM,Consumer Cyclical,55.53,232719,51.7856
THRY,Communication Services,21.96,215870,20.7206
THTX,Healthcare,1.26,43858,1.5952
TIGO,Communication Services,19.36,81386,17.4737
TIGR,Financial Services,3.81,1934893,3.9912
TIL,Healthcare,11.77,7163,11.2568
TILE,Industrials,17.88,1556116,13.5948
TIPT,Financial Services,17.47,71857,17.9528
TIRX,Financial Services,0.514,15739,0.5627
TITN,Industrials,25.06,536513,26.202
TIVC,Healthcare,1.2899,19391,1.32176
TKLF,Consumer Cyclical,0.25,255757,0.36818
TKNO,Healthcare,2.53,12121,3.109
TLF,Consumer Cyclical,4.48,4949,4.5094
TLGY,Financial Services,11.28,20460,11.20812
TLGYU,Financial Services,11.13,-1,11.1368
TLGYW,Financial Services,0.02,152920,-1
TLIS,Healthcare,9.2,13267,8.17422
TLPH,Healthcare,1.12,31955,1.0904
TLRY,Healthcare,1.95,26075898,1.8504
TLS,Technology,4.47,1206670,3.9388
TLSA,Healthcare,0.464,44762,0.5278
TLSI,Healthcare,9.47,57649,9.2702
TLSIW,Healthcare,1.0,4105,0.9939
TLT,-1,-1,29556796,94.3628
TMC,Basic Materials,1.76,1923016,1.392
TMCI,Healthcare,12.56,405602,13.5872
TMCWW,Basic Materials,0.2173,59845,0.14674
TMDX,Healthcare,73.98,638334,84.1857
TMET,-1,-1,222,24.827286
TMTC,Financial Services,10.69,1231,10.63382
TMTCR,-1,-1,4077,-1
TMTCU,Financial Services,10.5382,2060,10.74632
TMUS,Communication Services,160.93,3295599,162.9314
TNDM,Healthcare,31.86,1697443,25.9685
TNGX,Healthcare,8.22,515858,11.1904
TNON,Healthcare,1.05,51776,1.2503
TNONW,-1,-1,23479,-1
TNXP,Healthcare,0.3445,1503302,0.3346
TNYA,Healthcare,4.78,469492,4.9349
TOI,Healthcare,1.36,146842,1.9206
TOIIW,Healthcare,0.22,2000,-1
TOMZ,Industrials,0.76,24449,0.7914
TOP,Financial Services,2.68,102555,2.9732
TOPS,Industrials,13.46,40063,13.9472
TORO,Industrials,5.59,29228,5.7842
TOUR,Consumer Cyclical,0.6577,190899,0.67628
TOWN,Financial Services,27.7,248499,27.66
TPCS,Industrials,4.15,14136,3.9412
TPG,Financial Services,46.56,728096,42.8536
TPGXL,-1,-1,83292,26.08
TPIC,Industrials,2.88,777443,2.8907
TPST,Healthcare,3.51,570180,3.8612
TQQQ,-1,-1,62945136,57.2236
TRDA,Healthcare,13.54,65610,14.1107
TREE,Financial Services,43.34,283494,34.6972
TRES,-1,-1,8177,19.370924
TRIB,Healthcare,2.15,42710,2.3768
TRIN,Financial Services,14.93,654087,14.3348
TRINL,-1,-1,7740,25.29342
TRIP,Consumer Cyclical,28.34,1681845,24.1528
TRMB,Technology,64.69,1007197,56.7144
TRMD,Energy,34.38,766668,34.134
TRMK,Financial Services,26.95,225504,26.8936
TRML,Healthcare,28.61,4933546,37.4008
TRNR,Consumer Cyclical,0.32,180675,0.61386
TRNS,Industrials,113.5,36190,105.5136
TRON,Financial Services,11.45,7,11.4579
TRONU,Financial Services,10.5303,2,11.255
TRONW,Financial Services,0.0351,1870,-1
TROO,Technology,1.65,2035900,1.999
